Date,carry_ladder_ret
2005-01-03,0.0
2005-01-04,0.0
2005-01-05,0.0
2005-01-06,0.0
2005-01-07,0.0
2005-01-10,0.0
2005-01-11,0.0
2005-01-12,0.0
2005-01-13,0.0
2005-01-14,0.0
2005-01-18,0.0
2005-01-19,0.0
2005-01-20,0.0
2005-01-21,0.0
2005-01-24,0.0
2005-01-25,0.0
2005-01-26,0.0
2005-01-27,0.0
2005-01-28,0.0
2005-01-31,0.0
2005-02-01,-0.0008802600339415897
2005-02-02,0.0012324932332226182
2005-02-03,-1.651736614552925e-05
2005-02-04,0.006045038540694402
2005-02-07,0.00358884473055698
2005-02-08,0.0028008993341526642
2005-02-09,0.0005127357552389545
2005-02-10,-0.006037791783768409
2005-02-11,-0.00010658841708440522
2005-02-14,0.001722478866233548
2005-02-15,-0.0024201556619157633
2005-02-16,-0.0016362581325643855
2005-02-17,-0.0031982953269488953
2005-02-18,-0.003611742747646606
2005-02-22,-0.0021732302206415037
2005-02-23,0.0016027156850117218
2005-02-24,-0.00095274730410192
2005-02-25,0.002514401722846695
2005-02-28,-0.004881883074078047
2005-03-01,-4.135674292565551e-05
2005-03-02,-0.0009395771669455546
2005-03-03,-0.0004654886323785244
2005-03-04,0.00522279217920572
2005-03-07,0.00205899286055808
2005-03-08,-0.004587094917949465
2005-03-09,-0.007712622313163079
2005-03-10,0.0032882983073821087
2005-03-11,-0.003429263306142351
2005-03-14,0.0030724296379873086
2005-03-15,-0.002827533982843177
2005-03-16,0.0023173779663107296
2005-03-17,0.0014620341828081075
2005-03-18,-0.002774128474966821
2005-03-21,-0.0016694576491409732
2005-03-22,-0.003340071681815498
2005-03-23,0.002380762359873926
2005-03-24,0.0008610161407226559
2005-03-28,-0.002723323625578263
2005-03-29,0.002536588157684995
2005-03-30,0.0023480696035303914
2005-03-31,0.002848089250793119
2005-04-01,0.0013617374161725019
2005-04-04,-0.00011512085903153371
2005-04-05,-0.0013826086333094494
2005-04-06,0.0013634308369569565
2005-04-07,-0.00379657619982193
2005-04-08,0.0017840349149091151
2005-04-11,0.002671826460300187
2005-04-12,0.004287113722022787
2005-04-13,-0.0019297654997681133
2005-04-14,-0.0011639001054472367
2005-04-15,0.00574308890861446
2005-04-18,-0.0001525594219368142
2005-04-19,0.004175096774096285
2005-04-20,-0.0010454098714485216
2005-04-21,-0.004338205643780665
2005-04-22,0.0040207305073617925
2005-04-25,0.0013215230067957814
2005-04-26,-0.0006291770176256788
2005-04-27,0.0013720732297998624
2005-04-28,0.003253863294236613
2005-04-29,-0.00040049607021502495
2005-05-02,-0.00017931157175222947
2005-05-03,0.001042818317294836
2005-05-04,-0.0045661730321669685
2005-05-05,0.0006321233964016219
2005-05-06,-0.002548118614086106
2005-05-09,0.0007376098256115797
2005-05-10,0.0031672007253814014
2005-05-11,0.0012103247386803647
2005-05-12,0.001702768907413628
2005-05-13,0.0013770554744016368
2005-05-16,-0.0004726315009021774
2005-05-17,0.00138950310129558
2005-05-18,0.002819209983418401
2005-05-19,-0.000528090445196717
2005-05-20,0.00059087235269113
2005-05-23,0.003558821682162773
2005-05-24,0.0010522856925941986
2005-05-25,-0.003640504487178068
2005-05-26,1.5654081854367044e-05
2005-05-27,0.000341479915993623
2005-05-31,0.005711848029317198
2005-06-01,0.0045258035438266895
2005-06-02,0.0013820047067797854
2005-06-03,-0.0028411401932889476
2005-06-06,0.0020629573532321643
2005-06-07,0.0034624025185508722
2005-06-08,-0.00202846467078034
2005-06-09,-0.00011385998869382306
2005-06-10,-0.004399993447113017
2005-06-13,-0.002615835434286916
2005-06-14,-0.0032051225119922497
2005-06-15,0.0010454202016465524
2005-06-16,0.0017401186220764172
2005-06-17,0.00015937933628305386
2005-06-20,-0.0005417162944269765
2005-06-21,0.003163850447796223
2005-06-22,0.004177908478278669
2005-06-23,-0.00023932426637530437
2005-06-24,0.001976245904371254
2005-06-27,0.0011005108285622942
2005-06-28,-0.0024034552346372043
2005-06-29,-0.0008185488216484412
2005-06-30,0.003756990101223249
2005-07-01,-0.003944170246259873
2005-07-05,-0.004307998697145448
2005-07-06,0.0022617797956868014
2005-07-07,0.0004376086159440911
2005-07-08,-0.0011832573542633349
2005-07-11,0.0003363402146058936
2005-07-12,-0.002477484454596656
2005-07-13,-0.0006730031416242974
2005-07-14,-0.0011145893629053779
2005-07-15,0.001257928182920183
2005-07-18,-0.003425715399792311
2005-07-19,0.0014525907058396494
2005-07-20,0.0025352490924017844
2005-07-21,-0.005503137109900216
2005-07-22,0.002914376827311218
2005-07-25,-0.0014577819303831729
2005-07-26,0.0008096181367016058
2005-07-27,-0.0006267154513402234
2005-07-28,0.003858705729369651
2005-07-29,-0.0040589906525449575
2005-08-01,-0.001043933982249836
2005-08-02,-0.0012920720655708448
2005-08-03,0.0014793434151447575
2005-08-04,-0.0007663874414209865
2005-08-05,-0.0018260766179410757
2005-08-08,0.00016512441020422963
2005-08-09,0.0006581877269168257
2005-08-10,-0.00036968982251595056
2005-08-11,0.0018166939647725582
2005-08-12,0.003444187024675899
2005-08-15,-0.0007437110738378928
2005-08-16,0.0016914581960932736
2005-08-17,-0.0019171624967701214
2005-08-18,0.001640646702622442
2005-08-19,0.0002112011188312505
2005-08-22,-0.0008512500521592415
2005-08-23,0.0014730640953678578
2005-08-24,0.0002900076812772918
2005-08-25,0.0013934930698724255
2005-08-26,0.0005419479183129053
2005-08-29,0.0003443386574607026
2005-08-30,0.0012523820842043737
2005-08-31,0.0014424059640187198
2005-09-01,-0.0035401228442899016
2005-09-02,0.00012904818263171833
2005-09-06,-0.002219827618866712
2005-09-07,-0.0035180704705940185
2005-09-08,0.0006208856709479341
2005-09-09,0.0012908061729132755
2005-09-12,-0.002366209804723556
2005-09-13,0.0015248313223057105
2005-09-14,-0.0012120376276225277
2005-09-15,-0.003085462505367232
2005-09-16,-0.0018987069670877454
2005-09-19,0.0003903738611869468
2005-09-20,0.001697232485171272
2005-09-21,0.002979901900645532
2005-09-22,-0.0007756292288352084
2005-09-23,-0.0018080769606814181
2005-09-26,-0.001294948663288643
2005-09-27,0.0005781725746663677
2005-09-28,0.0026397110626754884
2005-09-29,-0.0014663756170659437
2005-09-30,-0.0007876557799900996
2005-10-03,-0.0008569118723015475
2005-10-04,0.0008829980971656697
2005-10-05,0.0003991511063990221
2005-10-06,-0.0006657887413320083
2005-10-07,0.0008604548397601055
2005-10-10,-0.0003645201382062663
2005-10-11,0.000196083317635676
2005-10-12,-0.0015739810602613828
2005-10-13,-0.00048237552053653906
2005-10-14,-0.0004985032030208969
2005-10-17,0.000446285013994393
2005-10-18,-0.00020215749981982833
2005-10-19,-0.00036873466236381376
2005-10-20,0.0006209401839547354
2005-10-21,0.0010956049144468369
2005-10-24,-0.0006044021885455602
2005-10-25,-0.0009146074572863204
2005-10-26,-0.0006779730341547707
2005-10-27,0.00021121402896797032
2005-10-28,0.000580037371474909
2005-10-31,0.0001638002540438831
2005-11-01,-0.00029220988863293393
2005-11-02,-0.0013891725584450386
2005-11-03,-0.001721374140437702
2005-11-04,-0.0005662291676466946
2005-11-07,0.0008557092217978669
2005-11-08,0.002499741765406992
2005-11-09,-0.0026315258792501016
2005-11-10,0.0034030372842386654
2005-11-11,-0.00029598577630685405
2005-11-14,-0.0016119704772636898
2005-11-15,0.001658183628116856
2005-11-16,0.002850188121453884
2005-11-17,0.00029240857381648497
2005-11-18,-0.0012010342314636316
2005-11-21,0.0005804948099087334
2005-11-22,-0.001004840263288404
2005-11-23,-0.0006655163126656389
2005-11-25,0.00040328297223560564
2005-11-28,0.0018649467124012289
2005-11-29,-0.002141879353645004
2005-11-30,-0.00043112469313105945
2005-12-01,0.00046326409891721054
2005-12-02,-0.0001452152538660977
2005-12-05,-4.214705606939086e-05
2005-12-06,0.0009391229717792882
2005-12-07,-0.0007885875864194673
2005-12-08,-3.1382405622974816e-06
2005-12-09,-0.0003084184666699986
2005-12-12,0.0005577997908918142
2005-12-13,-1.4210128887464464e-05
2005-12-14,0.00012653090692062814
2005-12-15,-5.843977910053818e-05
2005-12-16,0.00020817974155452
2005-12-19,-0.00013298332020694785
2005-12-20,0.000453641453950248
2005-12-21,0.0001374302297181513
2005-12-22,0.0005487237705978061
2005-12-23,0.0007201363472005107
2005-12-27,5.396612027724684e-05
2005-12-28,0.0009650118686234328
2005-12-29,-0.0001069777800815952
2005-12-30,-0.0010340156725510753
2006-01-03,0.000654410301791644
2006-01-04,-0.0003487466147263382
2006-01-05,-0.0005648672323048621
2006-01-06,0.0007073598934728784
2006-01-09,-0.00015812217396205135
2006-01-10,0.0012850257182665582
2006-01-11,0.0011991488730393519
2006-01-12,-0.0013367748873256684
2006-01-13,-0.0010832401042059614
2006-01-17,-0.0006165372457350257
2006-01-18,-0.0002470158890145735
2006-01-19,0.0012046141486577267
2006-01-20,-0.0005702024529548302
2006-01-23,0.0001654450168140926
2006-01-24,0.0005499288512572409
2006-01-25,0.0020869141980116705
2006-01-26,0.0009896704519547577
2006-01-27,-0.0007075490622974862
2006-01-30,0.0012775132243461893
2006-01-31,-0.0009289475152644728
2006-02-01,-0.0007959193725013967
2006-02-02,0.0009435606576159161
2006-02-03,0.0027652145965782323
2006-02-06,0.0014402737285085017
2006-02-07,-0.0021435749835968516
2006-02-08,-0.0009230011597840667
2006-02-09,0.0021364938963166244
2006-02-10,-0.0019256683684050551
2006-02-13,-0.00016116555922880032
2006-02-14,-0.0014645442498972298
2006-02-15,0.0008739265768902649
2006-02-16,-3.4979248528126578e-06
2006-02-17,0.0030579240528378973
2006-02-21,-0.0003533788949287774
2006-02-22,0.0024064393152399485
2006-02-23,-0.0004966518464167879
2006-02-24,-0.0006217176096377812
2006-02-27,-0.00027117894251172336
2006-02-28,0.0009174719547104025
2006-03-01,0.0019199354057418423
2006-03-02,0.0030538509456561665
2006-03-03,0.001697359134963872
2006-03-06,0.003400426323446013
2006-03-07,-0.0002996987564841749
2006-03-08,0.0003103920926380522
2006-03-09,-0.00011363244516978615
2006-03-10,0.0009940104578076891
2006-03-13,0.0004097991007565114
2006-03-14,-0.0021485468528687933
2006-03-15,0.0020858957268786275
2006-03-16,-0.0030902116631245317
2006-03-17,0.001126604791493565
2006-03-20,-0.0006144916462280509
2006-03-21,0.0014934690079273015
2006-03-22,-0.0007556003414709061
2006-03-23,0.0013284610225474292
2006-03-24,-0.0023727155540532105
2006-03-27,0.0014117065417486854
2006-03-28,0.003307442749439683
2006-03-29,0.0016000729437315752
2006-03-30,0.0023987280853407303
2006-03-31,7.756883086327445e-05
2006-04-03,6.787786063172015e-05
2006-04-04,0.0004855486737569108
2006-04-05,-0.0009675135185513012
2006-04-06,0.002054364889621194
2006-04-07,0.0027304575033299944
2006-04-10,-0.0005873625696504966
2006-04-11,-0.0007316797482487941
2006-04-12,0.0014061918446807385
2006-04-13,0.0028507070807078884
2006-04-17,-0.001586270218453271
2006-04-18,-0.0007075726165320722
2006-04-19,0.0017769592526451828
2006-04-20,0.00023952279655954547
2006-04-21,-0.0015969713022115513
2006-04-24,-0.0007744002862961788
2006-04-25,0.003589688759169204
2006-04-26,4.359735307388229e-05
2006-04-27,-0.0003425404305674178
2006-04-28,-0.0009932304496612216
2006-05-01,-0.0032512519497168964
2006-05-02,0.001156330563870211
2006-05-03,-0.0009997114039148733
2006-05-04,-0.0007976873198181769
2006-05-05,0.002517048979420418
2006-05-08,0.00035139365308955377
2006-05-09,-0.00033875597033144767
2006-05-10,0.0007662296793883403
2006-05-11,-0.002319010069962246
2006-05-12,-0.0034947657007933213
2006-05-15,0.001557213043930617
2006-05-16,0.002922406034450731
2006-05-17,-0.002521603738616746
2006-05-18,0.005645990294996505
2006-05-19,0.0011064462253206518
2006-05-22,0.000988593420948886
2006-05-23,-0.000586884876071582
2006-05-24,2.5899412304401657e-05
2006-05-25,-0.0017199699813192847
2006-05-26,-0.0003847048908454325
2006-05-30,9.836372263431628e-05
2006-05-31,-0.0023984085216358815
2006-06-01,0.0015615058130805204
2006-06-02,0.0049248329197399444
2006-06-05,-7.272131018145418e-05
2006-06-06,0.0022544007455949106
2006-06-07,0.0005224929925079398
2006-06-08,0.000404543218466815
2006-06-09,0.002331242954716561
2006-06-12,0.00042288373953862737
2006-06-13,0.0002750583696664537
2006-06-14,-0.003804298952807008
2006-06-15,-0.002510742493967305
2006-06-16,-0.0008578345450217905
2006-06-19,-0.0004311418143181599
2006-06-20,-0.0006912119905579553
2006-06-21,3.9660406688130014e-05
2006-06-22,-0.002263248862793341
2006-06-23,-0.0008131099483363599
2006-06-26,-0.0009283838460461456
2006-06-27,0.0018985152764526086
2006-06-28,-0.002036657025425214
2006-06-29,0.0005062122557560997
2006-06-30,0.003734569718098745
2006-07-03,0.00021186412696180633
2006-07-05,0.0017934418877458597
2006-07-06,-0.001479344179683714
2006-07-07,-0.0015072950834083988
2006-07-10,-0.00039382234612524115
2006-07-11,-0.0007617092726515966
2006-07-12,-0.0001853990365905533
2006-07-13,-0.0006510277386292682
2006-07-14,-0.0002939622648797572
2006-07-17,0.00013925651037251382
2006-07-18,0.0020036001996054887
2006-07-19,-0.002787603267083536
2006-07-20,-0.0005041943738976875
2006-07-21,0.0003049387089136596
2006-07-24,5.673961640995392e-05
2006-07-25,0.0005560609551253124
2006-07-26,-0.0007227167174385131
2006-07-27,0.00044765057561661916
2006-07-28,-0.0010250413620130866
2006-07-31,-0.0011074729747874096
2006-08-01,-0.00033318802425361864
2006-08-02,0.001686848286462804
2006-08-03,0.00018020234601411837
2006-08-04,0.0025178772333835937
2006-08-07,-2.2580610946791818e-05
2006-08-08,-0.0012002904486132064
2006-08-09,-0.0016355445638744702
2006-08-10,-0.0005183315255371391
2006-08-11,-0.0016461680287288432
2006-08-14,-0.0006255553548252963
2006-08-15,0.003299379348249025
2006-08-16,0.002393113971790605
2006-08-17,-0.0001038765302749707
2006-08-18,0.0012445332407674836
2006-08-21,0.0013225682764379748
2006-08-22,0.00023592601552303703
2006-08-23,0.00026182199598513847
2006-08-24,0.0005503565966375538
2006-08-25,0.0006101415251320301
2006-08-28,0.00026604585845581416
2006-08-29,0.00046421416436730537
2006-08-30,0.0009095885679620121
2006-08-31,0.0006173027753517648
2006-09-01,-0.0004386819092609507
2006-09-05,-0.0023163216377186154
2006-09-06,-0.0006016001829486433
2006-09-07,0.0008898559167383472
2006-09-08,4.629803905187638e-05
2006-09-11,-0.00019368317790372175
2006-09-12,0.001998034195838473
2006-09-13,6.515320295758653e-05
2006-09-14,-0.0005759172156796775
2006-09-15,-0.00047098986101217356
2006-09-18,-0.0005789355959401443
2006-09-19,0.0043786185685322325
2006-09-20,0.000564346125276416
2006-09-21,0.0030669350683239943
2006-09-22,0.0019188649971104772
2006-09-25,0.00278202938021773
2006-09-26,-0.0013794610910569135
2006-09-27,-0.001702351141241504
2006-09-28,-0.0008655667558182653
2006-09-29,-0.00012001283356611833
2006-10-02,0.000732883640844547
2006-10-03,-0.0007133252539499194
2006-10-04,0.002531623715929106
2006-10-05,-0.002798876189574519
2006-10-06,-0.004237761044155485
2006-10-09,0.0012060266638421087
2006-10-10,-0.002873277073162852
2006-10-11,-0.0013265230140330306
2006-10-12,2.6017519370021415e-05
2006-10-13,-0.002211096152597076
2006-10-16,0.0018853853906185055
2006-10-17,0.00025536977988783376
2006-10-18,0.0009953454333975803
2006-10-19,-0.0007870991059812883
2006-10-20,-0.0006486489373206526
2006-10-23,-0.0015547963722993318
2006-10-24,-0.00011335222066852143
2006-10-25,0.003179991020667128
2006-10-26,0.0024368221332404768
2006-10-27,0.0016270659121059297
2006-10-30,0.001624698680759385
2006-10-31,0.002895905911423064
2006-11-01,0.0023803385006305397
2006-11-02,-0.0019044006171866257
2006-11-03,-0.004918236345258907
2006-11-06,0.00151927637358508
2006-11-07,0.0016602748036682576
2006-11-08,0.0015253531946930177
2006-11-09,-0.000215978698190581
2006-11-10,0.001788883894317099
2006-11-13,-0.00010592389113690504
2006-11-14,0.0018641644186300234
2006-11-15,-0.001549233110546626
2006-11-16,-0.002070982898927303
2006-11-17,0.0022003072685961075
2006-11-20,0.0006501911145181578
2006-11-21,0.0010831855990138417
2006-11-22,0.00044761756083318424
2006-11-24,0.0008110772808809285
2006-11-27,0.001506193148425981
2006-11-28,0.0007821341136788522
2006-11-29,-0.0011396474064699993
2006-11-30,0.0026430078255045924
2006-12-01,0.0002423709311838659
2006-12-04,0.0009363455084093726
2006-12-05,-0.0021647273603708143
2006-12-06,-0.0007259131163312771
2006-12-07,-0.0002446620551079603
2006-12-08,-0.002548227930247768
2006-12-11,0.0016811228462383693
2006-12-12,0.00030287916992702117
2006-12-13,-0.003249249518711312
2006-12-14,-0.001435297958065327
2006-12-15,0.00011026561309786205
2006-12-18,0.00010024747736777601
2006-12-19,-0.0006802470418532896
2006-12-20,-0.00024689598809190334
2006-12-21,0.0017375197408586328
2006-12-22,-0.003150281627173701
2006-12-26,0.0014091700763011266
2006-12-27,-0.003106261185224513
2006-12-28,-0.00058155030869522
2006-12-29,-0.00048333129394914637
2007-01-03,0.002481675422895316
2007-01-04,0.0017333893130447881
2007-01-05,-0.0010652281376678997
2007-01-08,0.0007993013623622874
2007-01-09,-4.7039834430761325e-07
2007-01-10,-0.0016754620530541554
2007-01-11,-0.0019663049445183124
2007-01-12,-0.001568552796628727
2007-01-16,0.0002913658656553066
2007-01-17,-0.0008664593815837374
2007-01-18,0.0010546334307982754
2007-01-19,-0.0008560529131628244
2007-01-22,0.0005655136216241432
2007-01-23,-0.0023047043631004406
2007-01-24,-0.00019207058718470908
2007-01-25,-0.0022650434519994075
2007-01-26,-0.00038951907073237423
2007-01-29,-0.0008956209100930765
2007-01-30,0.0002299987087349796
2007-01-31,0.002864963298688393
2007-02-01,-0.0003666446941774499
2007-02-02,0.0003040991062434488
2007-02-05,0.00042149571560054657
2007-02-06,0.001696999209750326
2007-02-07,0.0007394831256658334
2007-02-08,0.00024797046579735406
2007-02-09,-0.0017455986707290848
2007-02-12,-0.000752562050026332
2007-02-13,-0.00084759181776978
2007-02-14,0.0026188922175820178
2007-02-15,0.0009133159273815018
2007-02-16,0.0013857354998897307
2007-02-20,0.0008030301087279472
2007-02-21,-0.0009399185265500696
2007-02-22,-0.00183813323860836
2007-02-23,0.0021739683844525215
2007-02-26,0.002252440276467444
2007-02-27,0.0033752825170637315
2007-02-28,-0.0012576447025494852
2007-03-01,-0.0008594262158217502
2007-03-02,0.0017718334293040782
2007-03-05,0.0005403360219694674
2007-03-06,-0.0008942012494685061
2007-03-07,0.0012391121866447464
2007-03-08,-0.00036719553400369197
2007-03-09,-0.003905635091327947
2007-03-12,0.0014080328151137081
2007-03-13,0.002168141110513257
2007-03-14,-0.002078158711690917
2007-03-15,-2.6091581151532284e-05
2007-03-16,-3.912163422700405e-05
