Date,net_orig,net_rep,net_absdiff,maxw_absdiff,gross_orig,gross_rep
2025-07-11,0.014402362790004064,0.014402362790004064,0.0,0.0,1.5,1.5
2025-07-14,-0.005482976139942086,-0.005482976139942086,0.0,0.0,1.5,1.5
2025-07-15,-0.0062335577029016265,-0.0062335577029016265,0.0,0.0,1.5,1.5
2025-07-16,0.007482144187865636,0.007482144187865636,0.0,0.0,1.5,1.5
2025-07-17,-0.003260300103038627,-0.003260300103038627,0.0,0.0,1.5,1.5
2025-07-18,0.0039013865213679555,0.0039013865213679555,0.0,0.0,1.5,1.5
2025-07-21,0.023055173688641628,0.023055173688641628,0.0,0.0,1.5,1.5
2025-07-22,0.0142273233531931,0.0142273233531931,0.0,0.0,1.5,1.5
2025-07-23,-0.018601771680054946,-0.018601771680054946,0.0,0.0,1.5,1.5
2025-07-24,-0.009177415466658512,-0.009177415466658512,0.0,0.0,1.5,1.5
2025-07-25,-0.013874988971593949,-0.013874988971593949,0.0,0.0,1.5,1.5
2025-07-28,-0.00971042749131501,-0.00971042749131501,0.0,0.0,1.5,1.5
2025-07-29,0.004125583614575712,0.004125583614575712,0.0,0.0,1.5,1.5
2025-07-30,-0.025910245934311293,-0.025910245934311293,0.0,0.0,1.5,1.5
2025-07-31,0.009968102356381792,0.009968102356381792,0.0,0.0,1.5,1.5
2025-08-01,0.030449534938326805,0.030449534938326805,0.0,0.0,1.5,1.5
2025-08-04,0.008734843886552102,0.008734843886552102,0.0,0.0,1.5,1.5
2025-08-05,0.0012061368099547387,0.0012061368099547387,0.0,0.0,1.5,1.5
2025-08-06,-0.003181660501068495,-0.003181660501068495,0.0,0.0,1.5,1.5
2025-08-07,0.012656981242451737,0.012656981242451737,0.0,0.0,1.5,1.5
2025-08-08,-0.0003353697878310524,-0.0003353697878310524,0.0,0.0,1.5,1.5
2025-08-11,-0.02156205163139646,-0.02156205163139646,0.0,0.0,1.5,1.5
2025-08-12,-0.0013611997587474334,-0.0013611997587474334,0.0,0.0,1.5,1.5
2025-08-13,0.004573924521880102,0.004573924521880102,0.0,0.0,1.5,1.5
2025-08-14,-0.009508060101105498,-0.009508060101105498,0.0,0.0,1.5,1.5
2025-08-15,0.0008787274651649302,0.0008787274651649302,0.0,0.0,1.5,1.5
2025-08-18,-0.0023419013117705334,-0.0023419013117705334,0.0,0.0,1.5,1.5
2025-08-19,-0.008209919171918267,-0.008209919171918267,0.0,0.0,1.5,1.5
2025-08-20,0.015183262926734664,0.015183262926734664,0.0,0.0,1.5,1.5
